Retailer,Sales Method,Product,Total Sales
Sports Direct,Outlet,Men's Apparel,30000
Sports Direct,Outlet,Women's Apparel,16625
Sports Direct,Outlet,Women's Street Footwear,16625
Sports Direct,Outlet,Women's Apparel,19000
Sports Direct,Outlet,Women's Apparel,15750
Sports Direct,Outlet,Women's Street Footwear,13500
Sports Direct,Outlet,Women's Athletic Footwear,20250
Amazon,Outlet,Men's Street Footwear,18000
Sports Direct,Outlet,Women's Street Footwear,14875
Sports Direct,Outlet,Women's Athletic Footwear,21250
Sports Direct,Outlet,Men's Apparel,23375
Sports Direct,Outlet,Men's Apparel,21250
Sports Direct,Outlet,Women's Apparel,14000
Sports Direct,Outlet,Men's Apparel,20000
Sports Direct,Outlet,Women's Athletic Footwear,13125
Sports Direct,Outlet,Women's Athletic Footwear,12250
Sports Direct,Outlet,Women's Athletic Footwear,21000
Sports Direct,Outlet,Men's Apparel,15750
Sports Direct,Outlet,Men's Apparel,13000
Sports Direct,Outlet,Women's Athletic Footwear,11375
Sports Direct,Outlet,Men's Apparel,10000
Sports Direct,Outlet,Men's Apparel,10000
Amazon,Outlet,Men's Athletic Footwear,10000
West Gear,In-store,Women's Street Footwear,7125
West Gear,In-store,Women's Street Footwear,6375
Foot Locker,In-store,Women's Street Footwear,8750
Foot Locker,In-store,Women's Athletic Footwear,8750
Foot Locker,In-store,Men's Athletic Footwear,8750
Foot Locker,In-store,Men's Athletic Footwear,8750
Foot Locker,In-store,Women's Athletic Footwear,8125
Foot Locker,In-store,Women's Athletic Footwear,8125
West Gear,In-store,Women's Athletic Footwear,6500
Foot Locker,In-store,Women's Street Footwear,9000
Foot Locker,In-store,Women's Street Footwear,4500
Foot Locker,In-store,Women's Street Footwear,7375
Foot Locker,In-store,Men's Athletic Footwear,8250
Foot Locker,In-store,Women's Street Footwear,5500
Foot Locker,In-store,Women's Athletic Footwear,4125
Foot Locker,In-store,Men's Apparel,6875
Foot Locker,In-store,Women's Athletic Footwear,6250
Foot Locker,In-store,Women's Street Footwear,6250
Foot Locker,In-store,Men's Apparel,9000
Foot Locker,In-store,Women's Athletic Footwear,6750
Foot Locker,In-store,Women's Athletic Footwear,5625
Foot Locker,In-store,Men's Apparel,7875
West Gear,Online,Men's Street Footwear,545
Foot Locker,Online,Men's Street Footwear,731
Foot Locker,Online,Men's Street Footwear,771
Foot Locker,In-store,Women's Athletic Footwear,6000
Foot Locker,In-store,Women's Athletic Footwear,5000
West Gear,Online,Men's Street Footwear,451
Foot Locker,Online,Men's Street Footwear,632
Foot Locker,Online,Men's Street Footwear,702
Foot Locker,Online,Men's Street Footwear,557
Foot Locker,Online,Men's Street Footwear,538
Foot Locker,Online,Men's Street Footwear,668
Foot Locker,Online,Women's Apparel,656
Foot Locker,Online,Men's Street Footwear,510
Foot Locker,Online,Men's Street Footwear,475
Foot Locker,Online,Men's Athletic Footwear,543
West Gear,Online,Women's Street Footwear,200
Foot Locker,Online,Women's Apparel,596
West Gear,Online,Women's Apparel,331
West Gear,Online,Men's Athletic Footwear,306
Foot Locker,Online,Men's Street Footwear,445
Foot Locker,Online,Men's Athletic Footwear,429
Foot Locker,Online,Women's Street Footwear,371
Foot Locker,Online,Women's Apparel,461
West Gear,Online,Women's Apparel,592
Foot Locker,Online,Women's Apparel,336
Foot Locker,Online,Women's Street Footwear,384
West Gear,Online,Women's Street Footwear,384
West Gear,Online,Women's Street Footwear,161
Foot Locker,Online,Women's Street Footwear,260
Foot Locker,Online,Men's Athletic Footwear,362
Foot Locker,Online,Women's Apparel,518
Foot Locker,Online,Women's Apparel,294
Foot Locker,Online,Women's Apparel,473
Foot Locker,Online,Women's Apparel,347
Foot Locker,Online,Men's Apparel,388
Foot Locker,Online,Women's Athletic Footwear,293
West Gear,Online,Men's Athletic Footwear,242
Foot Locker,Online,Men's Athletic Footwear,280
West Gear,Online,Men's Apparel,323
Foot Locker,Online,Women's Street Footwear,219
Foot Locker,Online,Women's Apparel,266
Foot Locker,Online,Men's Apparel,348
Foot Locker,Online,Men's Athletic Footwear,246
Foot Locker,Online,Women's Athletic Footwear,209
Foot Locker,Online,Women's Athletic Footwear,218
Foot Locker,Online,Men's Athletic Footwear,218
Foot Locker,Online,Men's Apparel,334
Foot Locker,Online,Men's Athletic Footwear,299
Foot Locker,Online,Women's Apparel,334
Foot Locker,Online,Men's Athletic Footwear,202
Foot Locker,Online,Women's Athletic Footwear,202
West Gear,Online,Women's Athletic Footwear,299
West Gear,Online,Men's Apparel,370
West Gear,Online,Women's Athletic Footwear,158
Foot Locker,Online,Men's Athletic Footwear,296
Foot Locker,Online,Women's Street Footwear,252
Foot Locker,Online,Women's Street Footwear,149
Foot Locker,Online,Women's Athletic Footwear,116
Foot Locker,Online,Men's Apparel,275
Foot Locker,Online,Men's Apparel,348
Foot Locker,Online,Women's Street Footwear,184
Foot Locker,Online,Men's Apparel,177
Foot Locker,Online,Men's Apparel,308
Foot Locker,Online,Women's Street Footwear,105
Foot Locker,Online,Women's Street Footwear,168
Foot Locker,Online,Men's Athletic Footwear,194
Foot Locker,Online,Women's Athletic Footwear,168
Foot Locker,Online,Men's Apparel,308
Foot Locker,Online,Men's Apparel,218
Foot Locker,Online,Men's Apparel,234
Foot Locker,Online,Women's Athletic Footwear,189
Foot Locker,Online,Women's Athletic Footwear,136
Foot Locker,Online,Women's Athletic Footwear,151
Foot Locker,Online,Women's Athletic Footwear,120
Foot Locker,In-store,Men's Street Footwear,30000
West Gear,In-store,Men's Street Footwear,18125
Foot Locker,In-store,Men's Street Footwear,28000
West Gear,In-store,Men's Street Footwear,16875
Foot Locker,In-store,Men's Street Footwear,29250
Foot Locker,In-store,Men's Street Footwear,21700
Foot Locker,In-store,Men's Street Footwear,24800
Foot Locker,In-store,Men's Street Footwear,21000
Foot Locker,In-store,Men's Street Footwear,21000
Foot Locker,In-store,Men's Street Footwear,20125
Foot Locker,In-store,Women's Apparel,24750
Foot Locker,In-store,Women's Apparel,23625
Foot Locker,In-store,Men's Street Footwear,18375
Foot Locker,In-store,Men's Athletic Footwear,17500
Foot Locker,In-store,Men's Street Footwear,17500
Foot Locker,In-store,Men's Athletic Footwear,19000
Foot Locker,In-store,Women's Apparel,19000
West Gear,In-store,Men's Athletic Footwear,11875
West Gear,In-store,Women's Apparel,11875
Foot Locker,In-store,Men's Athletic Footwear,15750
West Gear,In-store,Women's Apparel,22500
Foot Locker,In-store,Women's Street Footwear,12750
Foot Locker,In-store,Women's Apparel,12000
Foot Locker,In-store,Women's Street Footwear,14000
Foot Locker,In-store,Men's Athletic Footwear,12000
Foot Locker,In-store,Women's Apparel,20000
West Gear,In-store,Women's Street Footwear,14000
Foot Locker,In-store,Women's Street Footwear,9375
Foot Locker,In-store,Women's Athletic Footwear,11250
Foot Locker,In-store,Men's Apparel,15000
West Gear,In-store,Men's Apparel,13125
West Gear,In-store,Men's Athletic Footwear,9375
Foot Locker,In-store,Women's Apparel,12250
Foot Locker,In-store,Women's Apparel,10500
Foot Locker,In-store,Women's Apparel,17500
Foot Locker,In-store,Men's Athletic Footwear,10500
Foot Locker,In-store,Men's Apparel,14000
Foot Locker,In-store,Women's Apparel,10500
Foot Locker,In-store,Women's Apparel,14000
West Gear,In-store,Women's Athletic Footwear,12250
West Gear,In-store,Men's Apparel,15750
Foot Locker,In-store,Men's Apparel,13000
Foot Locker,In-store,Men's Athletic Footwear,11375
Foot Locker,In-store,Men's Athletic Footwear,10500
Foot Locker,In-store,Men's Apparel,10500
Foot Locker,In-store,Men's Apparel,13500
Foot Locker,In-store,Men's Apparel,11250
Foot Locker,In-store,Men's Apparel,11250
Sports Direct,Online,Men's Athletic Footwear,9000
Sports Direct,Online,Women's Street Footwear,6750
Foot Locker,Online,Women's Street Footwear,6375
Walmart,Online,Women's Street Footwear,8500
Walmart,Online,Women's Athletic Footwear,8000
Sports Direct,Online,Women's Street Footwear,6000
Foot Locker,Online,Women's Street Footwear,5625
Walmart,Online,Women's Athletic Footwear,8750
Sports Direct,Online,Men's Athletic Footwear,8750
Foot Locker,Online,Women's Athletic Footwear,8125
Foot Locker,Online,Women's Athletic Footwear,6000
Sports Direct,Online,Women's Athletic Footwear,6000
Foot Locker,Outlet,Men's Street Footwear,1358
Foot Locker,Online,Women's Athletic Footwear,5500
Foot Locker,Outlet,Men's Street Footwear,815
Walmart,Outlet,Men's Street Footwear,1050
Sports Direct,Outlet,Men's Street Footwear,1229
Foot Locker,Outlet,Men's Street Footwear,643
Walmart,Outlet,Men's Street Footwear,928
Foot Locker,Outlet,Men's Street Footwear,446
Foot Locker,Outlet,Men's Street Footwear,424
Foot Locker,Online,Men's Street Footwear,1282
Foot Locker,Outlet,Women's Apparel,1117
Walmart,Outlet,Men's Street Footwear,518
Walmart,Online,Men's Street Footwear,1204
Sports Direct,Outlet,Men's Street Footwear,366
Foot Locker,Online,Men's Street Footwear,924
Sports Direct,Outlet,Men's Street Footwear,357
Walmart,Outlet,Women's Apparel,1024
Walmart,Outlet,Women's Apparel,865
Sports Direct,Outlet,Men's Street Footwear,453
Walmart,Online,Men's Street Footwear,954
Sports Direct,Outlet,Men's Athletic Footwear,884
Walmart,Outlet,Men's Athletic Footwear,871
Foot Locker,Online,Men's Street Footwear,757
Sports Direct,Online,Men's Street Footwear,1319
Walmart,Outlet,Men's Athletic Footwear,806
Sports Direct,Online,Men's Street Footwear,454
Foot Locker,Online,Women's Apparel,1128
Foot Locker,Online,Men's Street Footwear,430
Walmart,Outlet,Women's Street Footwear,662
Sports Direct,Outlet,Women's Apparel,943
Walmart,Online,Women's Apparel,1074
Walmart,Online,Men's Street Footwear,563
Sports Direct,Online,Men's Street Footwear,422
Foot Locker,Online,Men's Street Footwear,389
Walmart,Online,Women's Apparel,896
Walmart,Online,Men's Athletic Footwear,840
Walmart,Outlet,Women's Street Footwear,622
Sports Direct,Outlet,Women's Apparel,857
Walmart,Outlet,Men's Athletic Footwear,281
Sports Direct,Online,Men's Street Footwear,456
Sports Direct,Outlet,Women's Apparel,437
Foot Locker,Outlet,Women's Apparel,320
Walmart,Outlet,Women's Apparel,416
Sports Direct,Online,Women's Apparel,1074
Walmart,Outlet,Men's Apparel,553
Walmart,Outlet,Men's Athletic Footwear,521
Sports Direct,Outlet,Women's Street Footwear,679
Sports Direct,Outlet,Women's Apparel,284
Foot Locker,Outlet,Women's Street Footwear,518
Sports Direct,Outlet,Men's Apparel,848
Walmart,Online,Men's Athletic Footwear,827
Sports Direct,Online,Men's Athletic Footwear,899
Sports Direct,Outlet,Men's Athletic Footwear,230
Sports Direct,Outlet,Women's Athletic Footwear,658
Walmart,Online,Men's Apparel,885
Foot Locker,Outlet,Women's Apparel,525
Foot Locker,Outlet,Men's Athletic Footwear,435
Walmart,Outlet,Men's Apparel,690
Foot Locker,Outlet,Women's Athletic Footwear,507
Walmart,Online,Women's Street Footwear,706
Walmart,Online,Men's Athletic Footwear,617
Foot Locker,Outlet,Women's Apparel,323
Walmart,Outlet,Women's Athletic Footwear,470
Walmart,Online,Men's Athletic Footwear,363
Walmart,Outlet,Women's Street Footwear,218
Sports Direct,Online,Women's Apparel,1022
Foot Locker,Online,Women's Street Footwear,586
Walmart,Outlet,Women's Athletic Footwear,472
Sports Direct,Outlet,Women's Athletic Footwear,586
Walmart,Online,Women's Street Footwear,682
Foot Locker,Online,Women's Apparel,658
Foot Locker,Outlet,Men's Athletic Footwear,392
Sports Direct,Outlet,Women's Street Footwear,154
Sports Direct,Online,Women's Street Footwear,808
Foot Locker,Outlet,Men's Apparel,354
Foot Locker,Outlet,Women's Street Footwear,150
Foot Locker,Outlet,Women's Apparel,231
Foot Locker,Outlet,Women's Street Footwear,354
Sports Direct,Outlet,Women's Street Footwear,150
Foot Locker,Online,Men's Apparel,770
Foot Locker,Outlet,Men's Apparel,635
Sports Direct,Outlet,Men's Athletic Footwear,243
Sports Direct,Online,Women's Athletic Footwear,745
Foot Locker,Outlet,Men's Apparel,449
Walmart,Outlet,Men's Apparel,290
Sports Direct,Outlet,Men's Apparel,779
Foot Locker,Online,Men's Athletic Footwear,485
Sports Direct,Online,Men's Athletic Footwear,328
Walmart,Online,Women's Apparel,416
Foot Locker,Online,Women's Street Footwear,179
Walmart,Online,Women's Athletic Footwear,499
Foot Locker,Outlet,Men's Athletic Footwear,256
Foot Locker,Online,Women's Apparel,300
Foot Locker,Online,Men's Athletic Footwear,463
Foot Locker,Online,Women's Apparel,347
Walmart,Online,Women's Athletic Footwear,595
Sports Direct,Online,Women's Apparel,409
Sports Direct,Online,Men's Apparel,806
Foot Locker,Outlet,Women's Street Footwear,136
Foot Locker,Online,Women's Apparel,295
Walmart,Online,Women's Street Footwear,234
Sports Direct,Online,Men's Apparel,873
Sports Direct,Outlet,Men's Apparel,320
Walmart,Online,Men's Apparel,561
Sports Direct,Online,Women's Apparel,281
Sports Direct,Online,Women's Street Footwear,168
Walmart,Outlet,Women's Athletic Footwear,192
Walmart,Outlet,Women's Street Footwear,228
Foot Locker,Online,Women's Street Footwear,393
Sports Direct,Outlet,Women's Street Footwear,262
Foot Locker,Online,Women's Athletic Footwear,503
Sports Direct,Online,Men's Athletic Footwear,211
Sports Direct,Online,Women's Athletic Footwear,632
Sports Direct,Online,Women's Street Footwear,164
Foot Locker,Online,Men's Apparel,476
Foot Locker,Outlet,Men's Athletic Footwear,232
Foot Locker,Outlet,Women's Athletic Footwear,278
Sports Direct,Outlet,Men's Athletic Footwear,190
Sports Direct,Online,Women's Street Footwear,311
Foot Locker,Online,Men's Athletic Footwear,251
Walmart,Outlet,Women's Athletic Footwear,218
Foot Locker,Online,Men's Apparel,421
Walmart,Online,Men's Apparel,313
Walmart,Online,Women's Athletic Footwear,242
Sports Direct,Online,Men's Athletic Footwear,252
Walmart,Outlet,Men's Apparel,263
Foot Locker,Outlet,Men's Apparel,260
Sports Direct,Outlet,Women's Athletic Footwear,133
Foot Locker,Online,Women's Street Footwear,141
Foot Locker,Online,Women's Athletic Footwear,333
Foot Locker,Online,Men's Athletic Footwear,240
Walmart,Online,Women's Athletic Footwear,190
Walmart,Online,Women's Street Footwear,235
Walmart,Online,Men's Apparel,314
Foot Locker,Outlet,Women's Athletic Footwear,186
Foot Locker,Outlet,Men's Apparel,294
Foot Locker,Outlet,Women's Athletic Footwear,154
Sports Direct,Online,Men's Apparel,323
Foot Locker,Online,Women's Athletic Footwear,228
Foot Locker,Outlet,Women's Athletic Footwear,128
Foot Locker,Online,Men's Apparel,259
Foot Locker,Online,Men's Apparel,308
Foot Locker,Online,Women's Athletic Footwear,152
Sports Direct,Online,Women's Athletic Footwear,148
Foot Locker,Online,Women's Athletic Footwear,143
Foot Locker,Online,Men's Street Footwear,51000
Walmart,Online,Men's Street Footwear,49500
Sports Direct,Online,Men's Street Footwear,54250
Foot Locker,Online,Men's Street Footwear,33750
Foot Locker,Online,Men's Street Footwear,29800
Walmart,Online,Men's Street Footwear,36250
Foot Locker,Online,Men's Street Footwear,18000
Sports Direct,Online,Men's Street Footwear,17500
Foot Locker,Online,Men's Street Footwear,16875
Walmart,Online,Women's Apparel,43875
Walmart,Online,Men's Street Footwear,23625
Sports Direct,Online,Men's Street Footwear,16250
Foot Locker,Online,Women's Apparel,40625
Walmart,Online,Women's Apparel,34375
Sports Direct,Online,Men's Street Footwear,18750
Walmart,Online,Men's Athletic Footwear,33000
Walmart,Online,Men's Athletic Footwear,33000
Sports Direct,Online,Men's Athletic Footwear,34500
Sports Direct,Online,Women's Apparel,43125
Walmart,Online,Women's Street Footwear,26250
Walmart,Online,Women's Street Footwear,26250
Walmart,Online,Men's Athletic Footwear,23625
Sports Direct,Online,Women's Apparel,39375
Sports Direct,Online,Women's Street Footwear,31500
Foot Locker,Online,Women's Apparel,12500
Foot Locker,Online,Women's Apparel,25000
Foot Locker,Online,Men's Athletic Footwear,20000
Walmart,Online,Men's Apparel,30000
Walmart,Online,Women's Apparel,17500
Walmart,Online,Men's Athletic Footwear,12500
Foot Locker,Online,Women's Apparel,14250
Foot Locker,Online,Women's Street Footwear,21375
Walmart,Online,Women's Athletic Footwear,23750
Walmart,Online,Women's Athletic Footwear,19000
Sports Direct,Online,Women's Apparel,16625
Sports Direct,Online,Women's Athletic Footwear,28500
Sports Direct,Online,Men's Apparel,33250
Foot Locker,Online,Men's Athletic Footwear,18000
Foot Locker,Online,Women's Athletic Footwear,20250
Foot Locker,Online,Men's Apparel,27000
Walmart,Online,Men's Apparel,22500
Sports Direct,Online,Women's Athletic Footwear,27000
Sports Direct,Online,Men's Athletic Footwear,11250
Sports Direct,Online,Women's Apparel,11250
Foot Locker,Online,Women's Apparel,10625
Foot Locker,Online,Women's Street Footwear,14875
Sports Direct,Online,Men's Apparel,31875
Foot Locker,Online,Men's Apparel,16000
Foot Locker,Online,Men's Athletic Footwear,10000
Foot Locker,Online,Men's Apparel,18000
Walmart,Online,Men's Apparel,12000
Sports Direct,Online,Women's Street Footwear,11850
Foot Locker,Online,Men's Athletic Footwear,9375
Foot Locker,Online,Women's Athletic Footwear,13125
Walmart,Online,Women's Street Footwear,9375
Walmart,Online,Men's Apparel,12250
Sports Direct,Online,Men's Apparel,12250
Foot Locker,Online,Men's Apparel,11375
Foot Locker,Online,Men's Apparel,13000
West Gear,In-store,Men's Street Footwear,9000
West Gear,In-store,Men's Athletic Footwear,9000
West Gear,In-store,Women's Street Footwear,7500
West Gear,In-store,Women's Apparel,3750
West Gear,In-store,Men's Athletic Footwear,7500
West Gear,In-store,Women's Street Footwear,6250
West Gear,In-store,Women's Street Footwear,8575
West Gear,In-store,Women's Street Footwear,2250
