hour_of_day,money,coffee_name,Time_of_Day,Weekday,Month_name
11,25.96,Americano,Morning,Tue,Nov
11,35.76,Cocoa,Morning,Tue,Nov
11,35.76,Cocoa,Morning,Tue,Nov
16,35.76,Latte,Afternoon,Tue,Nov
16,35.76,Latte,Afternoon,Tue,Nov
17,25.96,Americano,Night,Tue,Nov
17,30.86,Americano with Milk,Night,Tue,Nov
19,35.76,Cocoa,Night,Tue,Nov
8,35.76,Cappuccino,Morning,Thu,Nov
9,30.86,Americano with Milk,Morning,Thu,Nov
20,30.86,Americano with Milk,Night,Thu,Nov
20,35.76,Latte,Night,Thu,Nov
20,35.76,Latte,Night,Thu,Nov
22,35.76,Cappuccino,Night,Thu,Nov
7,35.76,Cocoa,Morning,Fri,Nov
7,35.76,Latte,Morning,Fri,Nov
9,30.86,Americano with Milk,Morning,Fri,Nov
9,30.86,Americano with Milk,Morning,Fri,Nov
15,30.86,Americano with Milk,Afternoon,Fri,Nov
15,35.76,Latte,Afternoon,Fri,Nov
20,35.76,Cocoa,Night,Fri,Nov
12,35.76,Cocoa,Afternoon,Sat,Nov
14,25.96,Americano,Afternoon,Sat,Nov
14,35.76,Hot Chocolate,Afternoon,Sat,Nov
14,35.76,Cocoa,Afternoon,Sat,Nov
15,30.86,Americano with Milk,Afternoon,Sat,Nov
22,30.86,Americano with Milk,Night,Sat,Nov
10,30.86,Americano with Milk,Morning,Sun,Dec
10,30.86,Americano with Milk,Morning,Sun,Dec
10,30.86,Americano with Milk,Morning,Sun,Dec
14,30.86,Americano with Milk,Afternoon,Sun,Dec
15,35.76,Cocoa,Afternoon,Sun,Dec
15,35.76,Cocoa,Afternoon,Sun,Dec
15,35.76,Cappuccino,Afternoon,Sun,Dec
15,35.76,Latte,Afternoon,Sun,Dec
15,35.76,Latte,Afternoon,Sun,Dec
16,35.76,Latte,Afternoon,Sun,Dec
16,35.76,Latte,Afternoon,Sun,Dec
17,30.86,Americano with Milk,Night,Sun,Dec
17,30.86,Americano with Milk,Night,Sun,Dec
18,30.86,Americano with Milk,Night,Sun,Dec
7,35.76,Latte,Morning,Mon,Dec
7,25.96,Americano,Morning,Mon,Dec
8,30.86,Americano with Milk,Morning,Mon,Dec
8,35.76,Cocoa,Morning,Mon,Dec
11,25.96,Cortado,Morning,Mon,Dec
15,21.06,Espresso,Afternoon,Mon,Dec
16,35.76,Cappuccino,Afternoon,Mon,Dec
17,25.96,Americano,Night,Mon,Dec
18,35.76,Cappuccino,Night,Mon,Dec
8,35.76,Latte,Morning,Tue,Dec
9,30.86,Americano with Milk,Morning,Tue,Dec
9,30.86,Americano with Milk,Morning,Tue,Dec
11,25.96,Americano,Morning,Tue,Dec
11,30.86,Americano with Milk,Morning,Tue,Dec
11,30.86,Americano with Milk,Morning,Tue,Dec
11,30.86,Americano with Milk,Morning,Tue,Dec
20,35.76,Cocoa,Night,Tue,Dec
21,35.76,Latte,Night,Tue,Dec
21,35.76,Cappuccino,Night,Tue,Dec
21,35.76,Hot Chocolate,Night,Tue,Dec
22,30.86,Americano with Milk,Night,Tue,Dec
22,35.76,Cappuccino,Night,Tue,Dec
8,25.96,Cortado,Morning,Wed,Dec
8,35.76,Latte,Morning,Wed,Dec
8,35.76,Latte,Morning,Wed,Dec
9,25.96,Americano,Morning,Wed,Dec
10,30.86,Americano with Milk,Morning,Wed,Dec
10,30.86,Americano with Milk,Morning,Wed,Dec
10,30.86,Americano with Milk,Morning,Wed,Dec
10,35.76,Hot Chocolate,Morning,Wed,Dec
11,30.86,Americano with Milk,Morning,Wed,Dec
14,35.76,Hot Chocolate,Afternoon,Wed,Dec
8,25.96,Americano,Morning,Thu,Dec
9,25.96,Cortado,Morning,Thu,Dec
10,30.86,Americano with Milk,Morning,Thu,Dec
10,30.86,Americano with Milk,Morning,Thu,Dec
11,35.76,Latte,Morning,Thu,Dec
11,25.96,Americano,Morning,Thu,Dec
14,35.76,Cappuccino,Afternoon,Thu,Dec
15,35.76,Latte,Afternoon,Thu,Dec
16,35.76,Latte,Afternoon,Thu,Dec
11,35.76,Latte,Morning,Fri,Dec
16,35.76,Hot Chocolate,Afternoon,Fri,Dec
22,35.76,Latte,Night,Fri,Dec
22,35.76,Hot Chocolate,Night,Fri,Dec
11,30.86,Americano with Milk,Morning,Sat,Dec
14,25.96,Americano,Afternoon,Sat,Dec
15,35.76,Latte,Afternoon,Sat,Dec
19,35.76,Cappuccino,Night,Sat,Dec
22,30.86,Americano with Milk,Night,Sat,Dec
22,25.96,Americano,Night,Sat,Dec
8,25.96,Cortado,Morning,Sun,Dec
10,35.76,Latte,Morning,Sun,Dec
10,35.76,Cappuccino,Morning,Sun,Dec
12,25.96,Cortado,Afternoon,Sun,Dec
13,30.86,Americano with Milk,Afternoon,Sun,Dec
13,30.86,Americano with Milk,Afternoon,Sun,Dec
17,35.76,Cappuccino,Night,Sun,Dec
18,21.06,Espresso,Night,Sun,Dec
20,35.76,Cappuccino,Night,Sun,Dec
21,30.86,Americano with Milk,Night,Sun,Dec
21,30.86,Americano with Milk,Night,Sun,Dec
8,35.76,Cappuccino,Morning,Mon,Dec
9,25.96,Americano,Morning,Mon,Dec
9,30.86,Americano with Milk,Morning,Mon,Dec
13,25.96,Cortado,Afternoon,Mon,Dec
21,35.76,Cocoa,Night,Mon,Dec
12,25.96,Cortado,Afternoon,Tue,Dec
18,35.76,Hot Chocolate,Night,Tue,Dec
7,35.76,Latte,Morning,Wed,Dec
10,25.96,Cortado,Morning,Wed,Dec
12,35.76,Hot Chocolate,Afternoon,Wed,Dec
12,21.06,Espresso,Afternoon,Wed,Dec
17,35.76,Cocoa,Night,Wed,Dec
21,35.76,Latte,Night,Wed,Dec
21,35.76,Latte,Night,Wed,Dec
7,30.86,Americano with Milk,Morning,Thu,Dec
12,25.96,Americano,Afternoon,Thu,Dec
16,21.06,Espresso,Afternoon,Thu,Dec
16,21.06,Espresso,Afternoon,Thu,Dec
16,25.96,Americano,Afternoon,Thu,Dec
19,35.76,Cocoa,Night,Thu,Dec
19,35.76,Cocoa,Night,Thu,Dec
12,25.96,Americano,Afternoon,Fri,Dec
12,25.96,Americano,Afternoon,Fri,Dec
12,35.76,Hot Chocolate,Afternoon,Fri,Dec
14,35.76,Hot Chocolate,Afternoon,Fri,Dec
16,35.76,Cocoa,Afternoon,Fri,Dec
19,35.76,Cappuccino,Night,Fri,Dec
19,35.76,Cappuccino,Night,Fri,Dec
21,35.76,Latte,Night,Fri,Dec
8,30.86,Americano with Milk,Morning,Sat,Dec
9,35.76,Cocoa,Morning,Sat,Dec
11,35.76,Cappuccino,Morning,Sat,Dec
13,25.96,Americano,Afternoon,Sat,Dec
13,35.76,Latte,Afternoon,Sat,Dec
16,35.76,Cocoa,Afternoon,Sat,Dec
16,25.96,Americano,Afternoon,Sat,Dec
16,25.96,Americano,Afternoon,Sat,Dec
17,25.96,Americano,Night,Sat,Dec
17,25.96,Americano,Night,Sat,Dec
18,30.86,Americano with Milk,Night,Sat,Dec
11,35.76,Latte,Morning,Sun,Dec
11,35.76,Cocoa,Morning,Sun,Dec
17,35.76,Hot Chocolate,Night,Sun,Dec
7,35.76,Latte,Morning,Mon,Dec
8,35.76,Hot Chocolate,Morning,Mon,Dec
8,35.76,Cocoa,Morning,Mon,Dec
12,30.86,Americano with Milk,Afternoon,Mon,Dec
13,35.76,Latte,Afternoon,Mon,Dec
14,35.76,Hot Chocolate,Afternoon,Mon,Dec
18,35.76,Latte,Night,Mon,Dec
18,30.86,Americano with Milk,Night,Mon,Dec
8,25.96,Cortado,Morning,Tue,Dec
8,35.76,Cappuccino,Morning,Tue,Dec
10,30.86,Americano with Milk,Morning,Tue,Dec
16,25.96,Americano,Afternoon,Tue,Dec
16,35.76,Cocoa,Afternoon,Tue,Dec
17,35.76,Cappuccino,Night,Tue,Dec
18,35.76,Cocoa,Night,Tue,Dec
9,35.76,Latte,Morning,Wed,Dec
10,30.86,Americano with Milk,Morning,Wed,Dec
10,35.76,Latte,Morning,Wed,Dec
10,35.76,Cappuccino,Morning,Wed,Dec
10,35.76,Hot Chocolate,Morning,Thu,Dec
11,30.86,Americano with Milk,Morning,Thu,Dec
12,21.06,Espresso,Afternoon,Thu,Dec
13,35.76,Hot Chocolate,Afternoon,Thu,Dec
19,35.76,Cappuccino,Night,Thu,Dec
19,35.76,Cappuccino,Night,Thu,Dec
19,30.86,Americano with Milk,Night,Thu,Dec
19,35.76,Hot Chocolate,Night,Thu,Dec
21,35.76,Latte,Night,Thu,Dec
21,35.76,Cappuccino,Night,Thu,Dec
8,25.96,Cortado,Morning,Fri,Dec
9,30.86,Americano with Milk,Morning,Fri,Dec
10,35.76,Cappuccino,Morning,Fri,Dec
10,25.96,Cortado,Morning,Fri,Dec
12,21.06,Espresso,Afternoon,Fri,Dec
12,30.86,Americano with Milk,Afternoon,Fri,Dec
14,25.96,Cortado,Afternoon,Fri,Dec
18,35.76,Cappuccino,Night,Fri,Dec
18,35.76,Cappuccino,Night,Fri,Dec
10,35.76,Cappuccino,Morning,Sat,Dec
10,35.76,Latte,Morning,Sat,Dec
10,25.96,Americano,Morning,Sat,Dec
15,35.76,Hot Chocolate,Afternoon,Sat,Dec
15,35.76,Latte,Afternoon,Sat,Dec
15,30.86,Americano with Milk,Afternoon,Sat,Dec
15,35.76,Latte,Afternoon,Sat,Dec
17,35.76,Cocoa,Night,Sat,Dec
18,35.76,Hot Chocolate,Night,Sat,Dec
18,25.96,Cortado,Night,Sat,Dec
19,30.86,Americano with Milk,Night,Sat,Dec
19,25.96,Cortado,Night,Sat,Dec
21,25.96,Cortado,Night,Sat,Dec
21,35.76,Latte,Night,Sat,Dec
22,25.96,Cortado,Night,Sat,Dec
10,35.76,Cappuccino,Morning,Sun,Dec
18,35.76,Cappuccino,Night,Sun,Dec
19,35.76,Hot Chocolate,Night,Sun,Dec
19,35.76,Hot Chocolate,Night,Sun,Dec
20,35.76,Hot Chocolate,Night,Sun,Dec
21,35.76,Cocoa,Night,Sun,Dec
21,25.96,Cortado,Night,Sun,Dec
9,25.96,Cortado,Morning,Mon,Dec
9,30.86,Americano with Milk,Morning,Mon,Dec
10,30.86,Americano with Milk,Morning,Mon,Dec
11,35.76,Cappuccino,Morning,Mon,Dec
14,35.76,Latte,Afternoon,Mon,Dec
15,30.86,Americano with Milk,Afternoon,Mon,Dec
16,35.76,Latte,Afternoon,Mon,Dec
17,25.96,Cortado,Night,Mon,Dec
17,35.76,Latte,Night,Mon,Dec
20,25.96,Cortado,Night,Mon,Dec
15,30.86,Americano with Milk,Afternoon,Tue,Dec
16,35.76,Hot Chocolate,Afternoon,Tue,Dec
17,25.96,Cortado,Night,Tue,Dec
19,35.76,Hot Chocolate,Night,Tue,Dec
19,35.76,Latte,Night,Tue,Dec
19,21.06,Espresso,Night,Tue,Dec
19,35.76,Cappuccino,Night,Tue,Dec
10,35.76,Latte,Morning,Wed,Dec
10,35.76,Latte,Morning,Wed,Dec
12,30.86,Americano with Milk,Afternoon,Wed,Dec
12,25.96,Americano,Afternoon,Wed,Dec
13,30.86,Americano with Milk,Afternoon,Wed,Dec
13,25.96,Americano,Afternoon,Wed,Dec
20,35.76,Cappuccino,Night,Wed,Dec
21,35.76,Cocoa,Night,Wed,Dec
21,35.76,Cocoa,Night,Wed,Dec
21,35.76,Latte,Night,Wed,Dec
22,35.76,Cappuccino,Night,Wed,Dec
22,30.86,Americano with Milk,Night,Wed,Dec
13,35.76,Cappuccino,Afternoon,Thu,Dec
15,21.06,Espresso,Afternoon,Thu,Dec
7,25.96,Americano,Morning,Fri,Dec
8,25.96,Cortado,Morning,Fri,Dec
9,25.96,Cortado,Morning,Fri,Dec
10,30.86,Americano with Milk,Morning,Fri,Dec
17,35.76,Latte,Night,Fri,Dec
19,25.96,Americano,Night,Fri,Dec
19,30.86,Americano with Milk,Night,Fri,Dec
22,35.76,Cocoa,Night,Fri,Dec
9,25.96,Cortado,Morning,Sat,Dec
9,25.96,Cortado,Morning,Sat,Dec
10,30.86,Americano with Milk,Morning,Sat,Dec
10,35.76,Latte,Morning,Sat,Dec
14,35.76,Cappuccino,Afternoon,Sat,Dec
14,35.76,Hot Chocolate,Afternoon,Sat,Dec
17,35.76,Latte,Night,Sat,Dec
22,35.76,Cappuccino,Night,Sat,Dec
13,25.96,Cortado,Afternoon,Sun,Dec
15,21.06,Espresso,Afternoon,Sun,Dec
15,25.96,Americano,Afternoon,Sun,Dec
17,25.96,Cortado,Night,Sun,Dec
17,21.06,Espresso,Night,Sun,Dec
19,25.96,Cortado,Night,Sun,Dec
20,35.76,Hot Chocolate,Night,Sun,Dec
21,35.76,Latte,Night,Sun,Dec
9,25.96,Cortado,Morning,Mon,Dec
9,30.86,Americano with Milk,Morning,Mon,Dec
13,35.76,Latte,Afternoon,Mon,Dec
13,35.76,Hot Chocolate,Afternoon,Mon,Dec
15,35.76,Latte,Afternoon,Mon,Dec
15,30.86,Americano with Milk,Afternoon,Mon,Dec
16,30.86,Americano with Milk,Afternoon,Mon,Dec
16,25.96,Americano,Afternoon,Mon,Dec
16,35.76,Cappuccino,Afternoon,Mon,Dec
8,25.96,Cortado,Morning,Tue,Dec
9,35.76,Cappuccino,Morning,Tue,Dec
9,25.96,Cortado,Morning,Tue,Dec
9,35.76,Cocoa,Morning,Tue,Dec
10,30.86,Americano with Milk,Morning,Tue,Dec
10,30.86,Americano with Milk,Morning,Tue,Dec
11,35.76,Cappuccino,Morning,Tue,Dec
11,30.86,Americano with Milk,Morning,Tue,Dec
15,21.06,Espresso,Afternoon,Tue,Dec
15,25.96,Americano,Afternoon,Tue,Dec
16,35.76,Cappuccino,Afternoon,Tue,Dec
17,35.76,Latte,Night,Tue,Dec
17,30.86,Americano with Milk,Night,Tue,Dec
17,35.76,Cappuccino,Night,Tue,Dec
19,35.76,Latte,Night,Tue,Dec
19,35.76,Hot Chocolate,Night,Tue,Dec
9,30.86,Americano with Milk,Morning,Thu,Jan
13,35.76,Cocoa,Afternoon,Thu,Jan
13,35.76,Cocoa,Afternoon,Thu,Jan
14,25.96,Cortado,Afternoon,Thu,Jan
14,25.96,Cortado,Afternoon,Thu,Jan
16,25.96,Americano,Afternoon,Thu,Jan
16,35.76,Hot Chocolate,Afternoon,Thu,Jan
16,30.86,Americano with Milk,Afternoon,Thu,Jan
17,35.76,Cappuccino,Night,Thu,Jan
9,25.96,Cortado,Morning,Fri,Jan
10,30.86,Americano with Milk,Morning,Fri,Jan
16,30.86,Americano with Milk,Afternoon,Fri,Jan
22,35.76,Cappuccino,Night,Fri,Jan
22,25.96,Americano,Night,Fri,Jan
22,25.96,Americano,Night,Fri,Jan
22,35.76,Latte,Night,Fri,Jan
8,25.96,Cortado,Morning,Sat,Jan
9,25.96,Americano,Morning,Sat,Jan
13,35.76,Cappuccino,Afternoon,Sat,Jan
15,35.76,Cocoa,Afternoon,Sat,Jan
16,30.86,Americano with Milk,Afternoon,Sat,Jan
16,35.76,Cappuccino,Afternoon,Sat,Jan
16,35.76,Cappuccino,Afternoon,Sat,Jan
16,25.96,Cortado,Afternoon,Sat,Jan
18,25.96,Americano,Night,Sat,Jan
22,35.76,Latte,Night,Sat,Jan
9,30.86,Americano with Milk,Morning,Sun,Jan
10,35.76,Latte,Morning,Sun,Jan
22,30.86,Americano with Milk,Night,Sun,Jan
19,25.96,Americano,Night,Mon,Jan
13,35.76,Cappuccino,Afternoon,Tue,Jan
22,35.76,Cocoa,Night,Tue,Jan
22,35.76,Cocoa,Night,Tue,Jan
7,30.86,Americano with Milk,Morning,Wed,Jan
9,35.76,Latte,Morning,Wed,Jan
10,25.96,Cortado,Morning,Wed,Jan
17,35.76,Cappuccino,Night,Wed,Jan
8,25.96,Americano,Morning,Thu,Jan
8,35.76,Latte,Morning,Thu,Jan
9,30.86,Americano with Milk,Morning,Thu,Jan
14,21.06,Espresso,Afternoon,Thu,Jan
15,35.76,Latte,Afternoon,Thu,Jan
15,30.86,Americano with Milk,Afternoon,Thu,Jan
15,25.96,Cortado,Afternoon,Thu,Jan
20,30.86,Americano with Milk,Night,Thu,Jan
22,35.76,Latte,Night,Thu,Jan
8,30.86,Americano with Milk,Morning,Fri,Jan
9,30.86,Americano with Milk,Morning,Fri,Jan
17,35.76,Cappuccino,Night,Fri,Jan
17,35.76,Hot Chocolate,Night,Fri,Jan
17,30.86,Americano with Milk,Night,Fri,Jan
7,30.86,Americano with Milk,Morning,Sat,Jan
10,35.76,Hot Chocolate,Morning,Sat,Jan
11,25.96,Americano,Morning,Sat,Jan
11,35.76,Latte,Morning,Sat,Jan
11,35.76,Latte,Morning,Sat,Jan
12,35.76,Latte,Afternoon,Sat,Jan
12,35.76,Latte,Afternoon,Sat,Jan
14,30.86,Americano with Milk,Afternoon,Sat,Jan
14,30.86,Americano with Milk,Afternoon,Sat,Jan
14,35.76,Cappuccino,Afternoon,Sat,Jan
14,35.76,Latte,Afternoon,Sat,Jan
17,25.96,Cortado,Night,Sat,Jan
17,35.76,Latte,Night,Sat,Jan
17,25.96,Cortado,Night,Sat,Jan
18,30.86,Americano with Milk,Night,Sat,Jan
11,30.86,Americano with Milk,Morning,Sun,Jan
11,25.96,Americano,Morning,Sun,Jan
11,30.86,Americano with Milk,Morning,Sun,Jan
16,35.76,Hot Chocolate,Afternoon,Sun,Jan
20,30.86,Americano with Milk,Night,Sun,Jan
8,30.86,Americano with Milk,Morning,Mon,Jan
9,30.86,Americano with Milk,Morning,Mon,Jan
13,25.96,Cortado,Afternoon,Mon,Jan
13,35.76,Latte,Afternoon,Mon,Jan
14,35.76,Latte,Afternoon,Mon,Jan
14,35.76,Cappuccino,Afternoon,Mon,Jan
16,35.76,Latte,Afternoon,Mon,Jan
20,21.06,Espresso,Night,Mon,Jan
7,35.76,Latte,Morning,Tue,Jan
9,25.96,Cortado,Morning,Tue,Jan
10,30.86,Americano with Milk,Morning,Tue,Jan
12,35.76,Latte,Afternoon,Tue,Jan
16,30.86,Americano with Milk,Afternoon,Tue,Jan
16,30.86,Americano with Milk,Afternoon,Tue,Jan
19,35.76,Cappuccino,Night,Tue,Jan
21,35.76,Latte,Night,Tue,Jan
9,30.86,Americano with Milk,Morning,Wed,Jan
11,25.96,Americano,Morning,Wed,Jan
13,35.76,Cappuccino,Afternoon,Wed,Jan
15,35.76,Latte,Afternoon,Wed,Jan
15,35.76,Cappuccino,Afternoon,Wed,Jan
15,35.76,Latte,Afternoon,Wed,Jan
16,35.76,Latte,Afternoon,Wed,Jan
18,35.76,Latte,Night,Wed,Jan
19,35.76,Latte,Night,Wed,Jan
21,35.76,Cappuccino,Night,Wed,Jan
9,35.76,Latte,Morning,Thu,Jan
9,30.86,Americano with Milk,Morning,Thu,Jan
10,30.86,Americano with Milk,Morning,Thu,Jan
12,25.96,Cortado,Afternoon,Thu,Jan
15,35.76,Latte,Afternoon,Thu,Jan
16,35.76,Latte,Afternoon,Thu,Jan
18,35.76,Cappuccino,Night,Thu,Jan
21,35.76,Hot Chocolate,Night,Thu,Jan
21,35.76,Hot Chocolate,Night,Thu,Jan
21,25.96,Cortado,Night,Thu,Jan
7,35.76,Cocoa,Morning,Fri,Jan
8,35.76,Latte,Morning,Fri,Jan
8,35.76,Cappuccino,Morning,Fri,Jan
8,30.86,Americano with Milk,Morning,Fri,Jan
9,30.86,Americano with Milk,Morning,Fri,Jan
14,35.76,Cocoa,Afternoon,Fri,Jan
14,35.76,Cocoa,Afternoon,Fri,Jan
17,35.76,Hot Chocolate,Night,Fri,Jan
21,35.76,Hot Chocolate,Night,Fri,Jan
10,30.86,Americano with Milk,Morning,Sat,Jan
16,35.76,Hot Chocolate,Afternoon,Sat,Jan
16,35.76,Latte,Afternoon,Sat,Jan
16,35.76,Hot Chocolate,Afternoon,Sat,Jan
8,30.86,Americano with Milk,Morning,Mon,Jan
10,30.86,Americano with Milk,Morning,Mon,Jan
11,25.96,Cortado,Morning,Mon,Jan
12,25.96,Americano,Afternoon,Mon,Jan
12,25.96,Cortado,Afternoon,Mon,Jan
13,30.86,Americano with Milk,Afternoon,Mon,Jan
20,35.76,Hot Chocolate,Night,Mon,Jan
20,35.76,Cappuccino,Night,Mon,Jan
20,35.76,Cappuccino,Night,Mon,Jan
21,35.76,Latte,Night,Mon,Jan
8,35.76,Cocoa,Morning,Tue,Jan
8,25.96,Cortado,Morning,Tue,Jan
8,30.86,Americano with Milk,Morning,Tue,Jan
15,25.96,Americano,Afternoon,Tue,Jan
18,35.76,Hot Chocolate,Night,Tue,Jan
18,35.76,Latte,Night,Tue,Jan
18,35.76,Latte,Night,Tue,Jan
19,25.96,Americano,Night,Tue,Jan
11,21.06,Espresso,Morning,Wed,Jan
17,30.86,Americano with Milk,Night,Wed,Jan
18,35.76,Cocoa,Night,Wed,Jan
19,30.86,Americano with Milk,Night,Wed,Jan
19,35.76,Cappuccino,Night,Wed,Jan
19,35.76,Latte,Night,Wed,Jan
20,30.86,Americano with Milk,Night,Wed,Jan
13,35.76,Cappuccino,Afternoon,Fri,Jan
13,25.96,Cortado,Afternoon,Fri,Jan
15,35.76,Cocoa,Afternoon,Fri,Jan
17,25.96,Americano,Night,Fri,Jan
21,35.76,Cocoa,Night,Fri,Jan
22,35.76,Hot Chocolate,Night,Fri,Jan
22,35.76,Latte,Night,Fri,Jan
13,35.76,Cappuccino,Afternoon,Sat,Jan
14,35.76,Cappuccino,Afternoon,Sat,Jan
14,25.96,Americano,Afternoon,Sat,Jan
12,25.96,Americano,Afternoon,Sun,Jan
12,21.06,Espresso,Afternoon,Sun,Jan
8,25.96,Cortado,Morning,Mon,Jan
8,25.96,Americano,Morning,Mon,Jan
12,35.76,Cappuccino,Afternoon,Mon,Jan
13,30.86,Americano with Milk,Afternoon,Mon,Jan
15,30.86,Americano with Milk,Afternoon,Mon,Jan
15,25.96,Cortado,Afternoon,Mon,Jan
15,30.86,Americano with Milk,Afternoon,Mon,Jan
18,35.76,Latte,Night,Mon,Jan
19,35.76,Latte,Night,Mon,Jan
19,35.76,Latte,Night,Mon,Jan
8,35.76,Latte,Morning,Tue,Jan
9,25.96,Americano,Morning,Tue,Jan
11,30.86,Americano with Milk,Morning,Tue,Jan
12,25.96,Americano,Afternoon,Tue,Jan
16,35.76,Cocoa,Afternoon,Tue,Jan
16,25.96,Cortado,Afternoon,Tue,Jan
17,25.96,Americano,Night,Tue,Jan
20,35.76,Latte,Night,Tue,Jan
20,35.76,Cappuccino,Night,Tue,Jan
9,25.96,Americano,Morning,Wed,Jan
16,25.96,Americano,Afternoon,Wed,Jan
19,30.86,Americano with Milk,Night,Wed,Jan
19,21.06,Espresso,Night,Wed,Jan
9,30.86,Americano with Milk,Morning,Thu,Jan
10,30.86,Americano with Milk,Morning,Thu,Jan
11,25.96,Cortado,Morning,Thu,Jan
12,35.76,Hot Chocolate,Afternoon,Thu,Jan
13,25.96,Americano,Afternoon,Thu,Jan
14,30.86,Americano with Milk,Afternoon,Thu,Jan
17,35.76,Hot Chocolate,Night,Thu,Jan
18,30.86,Americano with Milk,Night,Thu,Jan
18,25.96,Cortado,Night,Thu,Jan
8,25.96,Americano,Morning,Fri,Jan
8,30.86,Americano with Milk,Morning,Fri,Jan
9,30.86,Americano with Milk,Morning,Fri,Jan
9,35.76,Cocoa,Morning,Fri,Jan
9,35.76,Cappuccino,Morning,Fri,Jan
9,35.76,Cappuccino,Morning,Fri,Jan
12,35.76,Latte,Afternoon,Fri,Jan
12,35.76,Latte,Afternoon,Fri,Jan
14,35.76,Cappuccino,Afternoon,Fri,Jan
16,30.86,Americano with Milk,Afternoon,Fri,Jan
22,30.86,Americano with Milk,Night,Fri,Jan
22,25.96,Americano,Night,Fri,Jan
8,30.86,Americano with Milk,Morning,Sat,Feb
10,30.86,Americano with Milk,Morning,Sat,Feb
13,25.96,Cortado,Afternoon,Sat,Feb
13,25.96,Cortado,Afternoon,Sat,Feb
14,35.76,Cappuccino,Afternoon,Sat,Feb
14,35.76,Cappuccino,Afternoon,Sat,Feb
15,35.76,Latte,Afternoon,Sat,Feb
18,35.76,Cappuccino,Night,Sat,Feb
19,30.86,Americano with Milk,Night,Sat,Feb
19,30.86,Americano with Milk,Night,Sat,Feb
21,30.86,Americano with Milk,Night,Sat,Feb
10,35.76,Cappuccino,Morning,Sun,Feb
10,35.76,Cappuccino,Morning,Sun,Feb
12,35.76,Latte,Afternoon,Sun,Feb
12,35.76,Latte,Afternoon,Sun,Feb
14,30.86,Americano with Milk,Afternoon,Sun,Feb
16,35.76,Latte,Afternoon,Sun,Feb
16,35.76,Latte,Afternoon,Sun,Feb
7,35.76,Cappuccino,Morning,Mon,Feb
7,30.86,Americano with Milk,Morning,Mon,Feb
8,21.06,Espresso,Morning,Mon,Feb
8,30.86,Americano with Milk,Morning,Mon,Feb
10,25.96,Americano,Morning,Mon,Feb
10,35.76,Cappuccino,Morning,Mon,Feb
10,30.86,Americano with Milk,Morning,Mon,Feb
13,35.76,Cappuccino,Afternoon,Mon,Feb
13,35.76,Cappuccino,Afternoon,Mon,Feb
13,25.96,Americano,Afternoon,Mon,Feb
14,25.96,Americano,Afternoon,Mon,Feb
14,35.76,Latte,Afternoon,Mon,Feb
14,35.76,Latte,Afternoon,Mon,Feb
15,35.76,Latte,Afternoon,Mon,Feb
15,25.96,Americano,Afternoon,Mon,Feb
17,35.76,Cocoa,Night,Mon,Feb
17,30.86,Americano with Milk,Night,Mon,Feb
17,30.86,Americano with Milk,Night,Mon,Feb
17,30.86,Americano with Milk,Night,Mon,Feb
17,35.76,Hot Chocolate,Night,Mon,Feb
17,35.76,Latte,Night,Mon,Feb
17,35.76,Hot Chocolate,Night,Mon,Feb
17,30.86,Americano with Milk,Night,Mon,Feb
18,25.96,Americano,Night,Mon,Feb
20,35.76,Cocoa,Night,Mon,Feb
10,30.86,Americano with Milk,Morning,Tue,Feb
10,25.96,Americano,Morning,Tue,Feb
12,30.86,Americano with Milk,Afternoon,Tue,Feb
13,25.96,Cortado,Afternoon,Tue,Feb
14,25.96,Americano,Afternoon,Tue,Feb
14,30.86,Americano with Milk,Afternoon,Tue,Feb
14,25.96,Americano,Afternoon,Tue,Feb
18,30.86,Americano with Milk,Night,Tue,Feb
19,35.76,Cocoa,Night,Tue,Feb
19,35.76,Cocoa,Night,Tue,Feb
19,35.76,Cocoa,Night,Tue,Feb
19,25.96,Cortado,Night,Tue,Feb
8,30.86,Americano with Milk,Morning,Wed,Feb
9,30.86,Americano with Milk,Morning,Wed,Feb
11,25.96,Americano,Morning,Wed,Feb
11,25.96,Americano,Morning,Wed,Feb
11,25.96,Americano,Morning,Wed,Feb
11,30.86,Americano with Milk,Morning,Wed,Feb
12,25.96,Americano,Afternoon,Wed,Feb
13,25.96,Americano,Afternoon,Wed,Feb
13,21.06,Espresso,Afternoon,Wed,Feb
13,21.06,Espresso,Afternoon,Wed,Feb
14,35.76,Cappuccino,Afternoon,Wed,Feb
15,35.76,Cappuccino,Afternoon,Wed,Feb
16,35.76,Hot Chocolate,Afternoon,Wed,Feb
16,35.76,Latte,Afternoon,Wed,Feb
16,35.76,Latte,Afternoon,Wed,Feb
16,35.76,Cocoa,Afternoon,Wed,Feb
16,35.76,Hot Chocolate,Afternoon,Wed,Feb
18,35.76,Cappuccino,Night,Wed,Feb
18,35.76,Cappuccino,Night,Wed,Feb
18,35.76,Cocoa,Night,Wed,Feb
18,30.86,Americano with Milk,Night,Wed,Feb
18,35.76,Cappuccino,Night,Wed,Feb
19,35.76,Hot Chocolate,Night,Wed,Feb
20,35.76,Cocoa,Night,Wed,Feb
7,30.86,Americano with Milk,Morning,Thu,Feb
13,25.96,Americano,Afternoon,Thu,Feb
14,30.86,Americano with Milk,Afternoon,Thu,Feb
14,35.76,Cappuccino,Afternoon,Thu,Feb
