,Gender,Primary_Device,Health_Impacts,Avg_Daily_Screen_Time_hr
,Female,Laptop,None,2.28
,Male,Smartphone,None,1.98
,Female,Smartphone,None,1.2
,Male,Tablet,None,4.96
,Female,TV,None,4.06
,Male,Smartphone,None,2.87
,Female,Tablet,None,0.42
,Male,Smartphone,None,5.2
,Male,Smartphone,None,4.76
,Male,Smartphone,None,3.83
,Female,Laptop,None,2.95
,Female,TV,None,1.31
,Female,Smartphone,None,1.88
,Female,Tablet,None,0.36
,Female,Tablet,None,6.86
,Female,Smartphone,None,0.62
,Female,TV,None,7.15
,Female,Tablet,None,2.74
,Female,TV,None,0.78
,Female,Smartphone,None,4.92
,Male,Smartphone,None,0.0
,Male,TV,None,0.79
,Female,TV,None,1.5
,Male,Tablet,None,4.51
,Male,TV,None,2.19
,Male,Smartphone,None,0.0
,Male,Smartphone,None,3.59
,Female,Smartphone,None,2.69
,Female,Smartphone,None,4.06
,Female,Smartphone,None,4.15
,Male,Smartphone,None,4.59
,Male,Smartphone,None,4.93
,Female,Smartphone,None,2.45
,Female,TV,None,7.2
,Female,Smartphone,None,3.51
,Male,Tablet,None,2.44
,Female,Smartphone,None,4.03
,Female,TV,None,3.79
,Male,Smartphone,None,2.54
,Male,TV,None,5.64
,Male,Tablet,None,1.51
,Female,Smartphone,None,1.76
,Male,Smartphone,None,2.77
,Female,TV,None,8.14
,Male,Tablet,None,2.54
,Male,Tablet,None,4.84
,Male,Smartphone,None,2.72
,Female,Smartphone,None,2.81
,Female,TV,None,7.64
,Male,Smartphone,None,2.35
,Male,Smartphone,None,3.71
,Male,TV,None,5.59
,Male,Smartphone,None,2.67
,Male,Smartphone,None,4.81
,Female,Smartphone,None,2.59
,Male,Tablet,None,2.9
,Female,TV,None,0.0
,Female,Smartphone,None,3.43
,Male,Smartphone,None,6.71
,Female,Smartphone,None,5.15
,Female,Smartphone,None,3.24
,Female,Smartphone,None,5.57
,Female,Laptop,None,4.64
,Male,TV,None,0.06
,Male,Smartphone,None,2.94
,Male,Tablet,None,0.62
,Male,TV,None,2.84
,Female,Smartphone,None,0.0
,Male,TV,None,2.64
,Male,TV,None,3.94
,Male,Laptop,None,4.28
,Female,TV,None,2.83
,Female,Smartphone,None,2.19
,Male,Tablet,None,2.72
,Female,Smartphone,None,6.62
,Female,Smartphone,None,6.08
,Female,Smartphone,None,0.63
,Female,TV,None,0.0
,Female,Smartphone,None,5.09
,Male,Smartphone,None,5.77
,Male,Smartphone,None,2.86
,Male,Smartphone,None,1.77
,Male,TV,None,0.0
,Male,TV,None,0.14
,Male,Tablet,None,2.94
,Male,TV,None,0.66
,Female,TV,None,0.02
,Male,Smartphone,None,4.11
,Female,Tablet,None,1.94
,Female,TV,None,5.65
,Male,Tablet,None,1.59
,Female,Tablet,None,1.31
,Female,Smartphone,None,2.02
,Female,TV,None,6.77
,Female,Tablet,None,1.3
,Female,TV,None,4.62
,Male,Tablet,None,2.1
,Male,Smartphone,None,2.43
,Female,Laptop,None,2.35
,Female,TV,None,5.22
,Male,TV,None,2.87
,Female,Smartphone,None,2.62
,Male,Tablet,None,1.19
,Female,Smartphone,None,4.3
,Female,Smartphone,None,3.89
,Female,TV,None,2.31
,Female,Smartphone,None,5.69
,Male,Smartphone,None,6.34
,Female,TV,None,3.94
,Female,Smartphone,None,2.71
,Male,Smartphone,None,3.47
,Female,Smartphone,None,3.29
,Male,Smartphone,None,0.0
,Male,TV,None,0.48
,Female,Tablet,None,2.45
,Female,Smartphone,None,4.68
,Male,Smartphone,None,2.48
,Female,Tablet,None,4.07
,Male,TV,None,1.09
,Female,Smartphone,None,2.19
,Female,Smartphone,None,0.0
,Female,TV,None,3.11
,Male,Smartphone,None,2.61
,Female,Smartphone,None,2.73
,Female,TV,None,1.69
,Female,Laptop,None,7.15
,Female,TV,None,3.92
,Female,Smartphone,None,3.08
,Male,Smartphone,None,3.52
,Male,Smartphone,None,3.65
,Male,TV,None,3.12
,Female,Laptop,None,4.71
,Female,Smartphone,None,2.09
,Male,Smartphone,None,1.99
,Female,Laptop,None,2.88
,Male,TV,None,5.14
,Male,Smartphone,None,0.62
,Male,Smartphone,None,2.35
,Male,Tablet,None,1.12
,Female,Smartphone,None,6.25
,Male,TV,None,3.73
,Male,TV,None,1.23
,Male,Smartphone,None,6.05
,Female,TV,None,4.38
,Male,TV,None,2.07
,Male,Smartphone,None,1.87
,Female,Laptop,None,2.95
,Female,Smartphone,None,2.16
,Female,Tablet,None,1.73
,Female,TV,None,4.98
,Female,Smartphone,None,4.81
,Female,Smartphone,None,0.0
,Female,Laptop,None,5.41
,Male,Smartphone,None,0.68
,Female,TV,None,0.0
,Male,Laptop,None,5.07
,Male,Laptop,None,1.5
,Female,Laptop,None,6.34
,Female,TV,None,1.77
,Female,Tablet,None,6.31
,Female,Smartphone,None,7.03
,Female,Smartphone,None,0.0
,Male,Tablet,None,1.85
,Male,Tablet,None,5.48
,Male,TV,None,2.72
,Female,TV,None,6.61
,Female,Smartphone,None,6.63
,Female,Smartphone,None,3.76
,Male,Smartphone,None,2.11
,Male,TV,None,3.17
,Male,Smartphone,None,0.0
,Male,Smartphone,None,1.63
,Male,TV,None,1.7
,Female,Smartphone,None,5.34
,Male,Laptop,None,2.04
,Male,Tablet,None,2.45
,Female,TV,None,2.03
,Female,Smartphone,None,2.38
,Female,Smartphone,None,2.92
,Female,TV,None,6.28
,Male,TV,None,1.92
,Female,Smartphone,None,1.76
,Male,Smartphone,None,3.0
,Male,Smartphone,None,4.06
,Female,TV,None,2.32
,Male,Smartphone,None,3.98
,Male,TV,None,7.44
,Male,Laptop,None,3.12
,Male,TV,None,2.47
,Female,TV,None,2.7
,Female,Smartphone,None,6.64
,Male,TV,None,0.9
,Female,TV,None,2.46
,Female,TV,None,4.34
,Male,TV,None,5.68
,Male,Smartphone,None,2.34
,Female,TV,None,4.01
,Male,Smartphone,None,4.53
,Female,TV,None,2.89
,Female,Smartphone,None,1.84
,Female,Tablet,None,5.41
,Male,Smartphone,None,2.47
,Female,TV,None,4.03
,Female,Smartphone,None,1.92
,Female,Smartphone,None,6.1
,Male,TV,None,3.09
,Female,Smartphone,None,9.08
,Male,Tablet,None,1.71
,Female,Smartphone,None,2.6
,Female,TV,None,3.89
,Male,Smartphone,None,4.94
,Female,Tablet,None,2.32
,Male,TV,None,1.14
,Female,TV,None,2.19
,Male,Smartphone,None,0.0
,Male,Tablet,None,1.18
,Male,Smartphone,None,5.91
,Male,TV,None,3.39
,Male,Smartphone,None,1.56
,Female,TV,None,3.75
,Male,Smartphone,None,4.56
,Female,Tablet,None,5.24
,Male,Smartphone,None,3.5
,Female,TV,None,7.65
,Male,Smartphone,None,0.0
,Female,Smartphone,None,4.17
,Female,TV,None,3.4
,Male,Smartphone,None,1.25
,Male,Laptop,None,6.8
,Male,Smartphone,None,1.95
,Female,Tablet,None,3.31
,Female,TV,None,1.16
,Male,Smartphone,None,2.05
,Female,Smartphone,None,4.77
,Female,TV,None,1.07
,Female,Smartphone,None,2.43
,Male,TV,None,3.97
,Male,Tablet,None,2.19
,Male,TV,None,0.51
,Female,Laptop,None,4.45
,Female,Smartphone,None,4.61
,Female,Tablet,None,0.8
,Female,Smartphone,None,2.39
,Female,Smartphone,None,5.12
,Female,Smartphone,None,2.97
,Male,TV,None,0.71
,Male,Laptop,None,4.47
,Female,TV,None,2.47
,Female,Smartphone,None,2.87
,Female,Smartphone,None,0.29
,Male,Smartphone,None,6.65
,Male,Smartphone,None,1.63
,Male,Smartphone,None,1.38
,Male,Smartphone,None,7.36
,Female,Smartphone,None,1.46
,Male,TV,None,2.85
,Female,Smartphone,None,6.34
,Male,Smartphone,None,4.72
,Male,Smartphone,None,2.75
,Male,Laptop,None,2.64
,Female,Smartphone,None,4.2
,Female,Laptop,None,2.55
,Male,Smartphone,None,0.36
,Male,Smartphone,None,5.46
,Female,TV,None,5.01
,Male,TV,None,1.84
,Male,Smartphone,None,3.78
,Female,Smartphone,None,2.06
,Female,Smartphone,None,3.81
,Female,Tablet,None,2.99
,Female,Smartphone,None,1.79
,Female,TV,None,2.07
,Male,TV,None,2.44
,Female,Tablet,None,2.5
,Female,Tablet,None,6.5
,Male,Tablet,None,3.77
,Female,Smartphone,None,2.26
,Female,Smartphone,None,1.76
,Female,Smartphone,None,2.7
,Male,Laptop,None,1.93
,Female,Smartphone,None,2.93
,Female,Smartphone,None,2.48
,Female,TV,None,1.35
,Female,Smartphone,None,3.21
,Male,TV,None,4.41
,Female,TV,None,1.25
,Male,Smartphone,None,2.82
,Male,TV,None,2.37
,Female,TV,None,0.6
,Female,Smartphone,None,2.77
,Male,Laptop,None,2.04
,Male,TV,None,2.37
,Male,Smartphone,None,5.53
,Male,Smartphone,None,2.78
,Female,Smartphone,None,6.68
,Male,TV,None,2.64
,Male,Smartphone,None,2.7
,Male,Smartphone,None,2.34
,Female,Laptop,None,2.43
,Female,Smartphone,None,0.0
,Male,Laptop,None,4.68
,Female,Smartphone,None,2.46
,Female,TV,None,3.31
,Male,Tablet,None,5.32
,Male,TV,None,3.03
,Male,Smartphone,None,2.86
,Male,TV,None,5.88
,Female,Smartphone,None,2.38
,Male,Smartphone,None,0.87
,Female,TV,None,0.82
,Male,TV,None,5.41
,Male,Smartphone,None,2.91
,Male,Laptop,None,4.99
,Male,TV,None,0.22
,Female,Smartphone,None,4.1
,Male,TV,None,0.2
,Female,Smartphone,None,2.96
,Female,Smartphone,None,5.87
,Male,TV,None,3.01
,Male,Laptop,None,5.15
,Female,Laptop,None,2.61
,Female,Tablet,None,1.51
,Male,TV,None,2.31
,Male,Laptop,None,3.25
,Female,TV,None,4.03
,Male,Smartphone,None,0.68
,Male,TV,None,0.0
,Female,Tablet,None,4.54
,Male,Laptop,None,4.01
,Male,Laptop,None,7.14
,Male,Tablet,None,6.51
,Male,Smartphone,None,4.94
,Male,Smartphone,None,4.26
,Male,Smartphone,None,5.03
,Male,Laptop,None,3.48
,Female,Tablet,None,5.34
,Male,TV,None,1.6
,Female,Tablet,None,5.45
,Male,Tablet,None,0.0
,Female,TV,None,2.97
,Female,TV,None,5.27
,Female,Smartphone,None,1.34
,Male,Smartphone,None,2.85
,Male,Laptop,None,2.52
,Female,Laptop,None,2.1
,Female,Laptop,None,2.51
,Female,TV,None,4.64
,Male,Laptop,None,4.07
,Female,TV,None,1.05
,Female,Tablet,None,0.0
,Male,Smartphone,None,1.82
,Female,Smartphone,None,3.53
,Female,Smartphone,None,0.0
,Male,Smartphone,None,4.39
,Male,TV,None,5.4
,Male,Laptop,None,6.42
,Female,Smartphone,None,2.54
,Male,Laptop,None,4.4
,Male,Tablet,None,4.81
,Male,Smartphone,None,5.45
,Male,Laptop,None,5.85
,Female,TV,None,4.68
,Male,TV,None,2.52
,Female,Smartphone,None,1.17
,Female,Smartphone,None,2.87
,Male,Smartphone,None,5.15
,Female,Laptop,None,3.91
,Female,Smartphone,None,2.93
,Female,TV,None,2.75
,Female,Tablet,None,2.46
,Male,TV,None,8.06
,Male,Smartphone,None,3.3
,Male,Tablet,None,1.48
,Male,TV,None,2.12
,Male,Smartphone,None,2.04
,Male,Smartphone,None,2.31
,Male,TV,None,0.43
,Male,TV,None,2.39
,Male,Tablet,None,2.28
,Male,Smartphone,None,6.31
,Female,Tablet,None,1.51
,Male,Tablet,None,5.39
,Male,Smartphone,None,1.86
,Female,Laptop,None,2.2
,Male,Tablet,None,0.14
,Female,TV,None,2.59
,Male,TV,None,1.21
,Female,TV,None,5.06
,Male,Smartphone,None,5.52
,Female,Smartphone,None,4.65
,Male,Tablet,None,7.4
,Female,Smartphone,None,5.6
,Female,Laptop,None,4.99
,Female,Smartphone,None,5.44
,Female,Laptop,None,2.79
,Female,TV,None,2.97
,Male,Laptop,None,5.43
,Male,Tablet,None,9.98
,Male,Smartphone,None,2.09
,Male,Laptop,None,4.05
,Male,TV,None,4.71
,Male,Tablet,None,4.1
,Male,TV,None,6.26
,Male,Smartphone,None,1.59
,Female,Smartphone,None,1.88
,Female,Smartphone,None,9.23
,Male,Tablet,None,1.56
,Male,Laptop,None,4.37
,Female,Smartphone,None,0.0
,Male,Tablet,None,0.0
,Female,Smartphone,None,3.65
,Female,TV,None,2.37
,Female,TV,None,4.32
,Female,Smartphone,None,0.0
,Male,Smartphone,None,5.17
,Male,Smartphone,None,4.27
,Male,TV,None,0.1
,Female,Smartphone,None,3.76
,Female,Smartphone,None,3.36
,Male,Smartphone,None,5.5
,Female,TV,None,6.52
,Male,Tablet,None,1.87
,Female,Tablet,None,4.37
,Male,Tablet,None,2.98
,Male,Smartphone,None,6.28
,Female,TV,None,2.89
,Male,Smartphone,None,5.98
,Male,Tablet,None,3.64
,Female,Tablet,None,6.59
,Female,TV,None,2.55
,Female,Smartphone,None,1.96
,Male,Smartphone,None,1.73
,Female,Smartphone,None,0.16
,Female,Smartphone,None,2.9
,Male,Smartphone,None,4.21
,Male,Tablet,None,0.0
,Male,TV,None,3.37
,Female,TV,None,0.87
,Female,TV,None,2.32
,Female,Tablet,None,5.1
,Female,TV,None,1.63
,Male,Smartphone,None,1.72
,Male,Laptop,None,4.23
,Female,Smartphone,None,5.49
,Female,Tablet,None,0.27
,Male,Laptop,None,2.78
,Female,Tablet,None,7.07
,Female,Smartphone,None,2.93
,Female,Smartphone,None,0.0
,Male,Smartphone,None,2.89
,Female,Smartphone,None,5.53
,Female,Smartphone,None,0.97
,Male,Smartphone,None,3.73
,Female,Laptop,None,2.39
,Female,TV,None,0.0
,Male,Smartphone,None,5.66
,Female,TV,None,2.68
,Male,Laptop,None,4.73
,Male,Smartphone,None,0.94
,Female,Smartphone,None,0.0
,Female,Tablet,None,4.56
,Male,TV,None,1.66
,Female,TV,None,2.44
,Male,Tablet,None,6.55
,Male,Laptop,None,2.45
,Male,Smartphone,None,0.0
,Male,Smartphone,None,4.89
,Female,Smartphone,None,2.91
,Male,Smartphone,None,2.98
,Female,Tablet,None,2.61
,Female,Tablet,None,3.31
,Female,TV,None,4.03
,Female,Smartphone,None,3.9
,Female,Smartphone,None,1.75
,Female,TV,None,9.15
,Female,TV,None,7.4
,Female,TV,None,1.8
,Male,TV,None,1.09
,Female,Tablet,None,2.0
,Female,Smartphone,None,4.23
,Female,Tablet,None,0.17
,Female,TV,None,2.28
,Male,Tablet,None,1.19
,Male,Smartphone,None,4.3
,Female,Smartphone,None,5.34
,Male,Smartphone,None,2.61
,Female,TV,None,4.27
,Male,TV,None,2.68
,Male,Tablet,None,2.22
,Male,TV,None,7.72
,Female,Smartphone,None,4.71
,Male,Smartphone,None,5.96
,Female,Smartphone,None,4.44
,Female,Smartphone,None,6.0
,Female,Smartphone,None,6.71
,Female,Smartphone,None,4.25
,Male,Laptop,None,2.94
,Female,Smartphone,None,0.66
,Female,Tablet,None,3.0
,Female,Smartphone,None,4.26
,Male,TV,None,5.63
,Male,Tablet,None,1.76
,Male,Smartphone,None,3.9
,Female,Smartphone,None,0.0
,Male,Smartphone,None,2.48
,Male,Tablet,None,5.93
,Male,TV,None,0.33
,Male,Smartphone,None,3.63
,Female,Smartphone,None,0.99
,Female,TV,None,1.01
,Male,Smartphone,None,0.69
,Female,Tablet,None,9.88
,Female,Tablet,None,2.74
,Female,TV,None,1.57
,Female,Smartphone,None,1.27
,Male,Laptop,None,1.85
,Female,Tablet,None,1.82
,Male,TV,None,3.91
,Female,Smartphone,None,2.51
,Female,Smartphone,None,1.29
,Female,Smartphone,None,1.74
,Male,TV,None,0.0
,Male,Smartphone,None,0.0
,Female,TV,None,0.0
,Female,Smartphone,None,2.67
,Female,Smartphone,None,3.88
,Male,Laptop,None,2.2
,Female,Smartphone,None,2.79
,Male,Smartphone,None,1.72
,Female,Smartphone,None,2.1
,Male,Smartphone,None,5.53
,Female,Tablet,None,0.42
,Female,Smartphone,None,2.92
,Female,TV,None,1.0
,Female,TV,None,0.0
,Female,Smartphone,None,3.48
,Female,Laptop,None,3.59
,Female,Smartphone,None,3.25
,Female,Tablet,None,2.44
,Female,Smartphone,None,2.49
,Female,TV,None,0.42
,Male,Smartphone,None,4.47
,Female,Tablet,None,2.23
,Male,Laptop,None,1.95
,Female,Smartphone,None,4.5
,Female,Tablet,None,2.63
,Female,Laptop,None,4.69
,Male,Tablet,None,0.0
,Female,Smartphone,None,1.33
,Male,Laptop,None,3.7
,Male,TV,None,6.36
,Female,Smartphone,None,4.5
,Female,TV,None,2.75
,Female,Laptop,None,1.25
,Male,TV,None,2.94
,Female,TV,None,1.45
,Female,Smartphone,None,3.33
,Male,Tablet,None,1.63
,Male,Smartphone,None,5.84
,Male,Smartphone,None,4.99
,Male,Laptop,None,3.03
,Female,Tablet,None,2.81
,Female,Smartphone,None,4.57
,Male,Smartphone,None,5.25
,Female,Smartphone,None,0.0
,Female,TV,None,0.0
,Female,Smartphone,None,3.02
,Female,TV,None,0.38
,Female,Tablet,None,5.41
,Male,Smartphone,None,4.53
,Female,Smartphone,None,4.44
,Male,Tablet,None,2.18
,Male,TV,None,2.09
,Male,Laptop,None,4.26
,Male,Laptop,None,4.76
,Female,Smartphone,None,6.13
,Male,Laptop,None,2.78
,Male,TV,None,5.95
,Male,Smartphone,None,2.98
,Female,Smartphone,None,3.78
,Male,Tablet,None,0.0
,Male,Smartphone,None,4.92
,Female,Smartphone,None,0.0
,Female,Smartphone,None,0.8
,Male,Smartphone,None,4.92
,Female,TV,None,0.0
,Male,Smartphone,None,2.46
,Male,TV,None,0.71
,Male,Tablet,None,2.87
,Male,Smartphone,None,2.55
,Female,Smartphone,None,3.82
,Female,Laptop,None,2.82
,Female,Laptop,None,4.85
,Male,Smartphone,None,6.58
,Male,Smartphone,None,5.77
,Female,TV,None,3.95
,Female,Tablet,None,2.02
,Female,Tablet,None,2.49
,Male,Smartphone,None,2.44
,Female,Smartphone,None,5.65
,Female,Smartphone,None,1.6
,Female,Smartphone,None,4.71
,Female,Smartphone,None,0.22
,Male,Tablet,None,6.41
,Male,Tablet,None,4.71
,Female,TV,None,3.16
,Female,Laptop,None,2.65
,Male,Smartphone,None,2.88
,Female,Tablet,None,4.3
,Male,Smartphone,None,1.43
,Female,TV,None,4.6
,Female,Laptop,None,2.08
,Female,Smartphone,None,2.41
,Male,Smartphone,None,2.94
,Female,Laptop,None,4.93
,Female,TV,None,0.19
,Female,TV,None,5.78
,Male,Smartphone,None,4.89
,Female,Smartphone,None,4.64
,Female,Smartphone,None,3.27
,Male,TV,None,3.19
,Male,Smartphone,None,5.98
,Female,Smartphone,None,3.03
,Male,Smartphone,None,5.15
,Male,Laptop,None,3.99
,Male,Laptop,None,1.87
,Female,Smartphone,None,2.96
,Female,TV,None,0.0
,Male,Smartphone,None,5.97
,Female,TV,None,2.17
,Male,TV,None,2.73
,Male,Laptop,None,1.55
,Female,Laptop,None,5.41
,Female,TV,None,0.37
,Female,Smartphone,None,5.19
,Male,Smartphone,None,1.7
,Male,Laptop,None,2.58
,Female,Smartphone,None,2.43
,Female,Laptop,None,4.47
,Male,Smartphone,None,5.64
,Male,Laptop,None,5.89
,Female,Smartphone,None,2.16
,Female,Laptop,None,2.76
,Female,Smartphone,None,2.86
,Male,TV,None,2.55
,Female,Tablet,None,0.89
,Male,Smartphone,None,3.99
,Female,Laptop,None,1.64
,Male,TV,None,0.0
,Female,Laptop,None,5.03
,Female,Tablet,None,3.73
,Female,Smartphone,None,0.0
,Female,Tablet,None,0.0
,Female,Smartphone,None,3.88
,Male,TV,None,0.4
,Female,TV,None,0.0
,Female,Tablet,None,2.93
,Female,Smartphone,None,2.37
,Female,Smartphone,None,2.82
,Female,Smartphone,None,5.23
,Female,Smartphone,None,2.73
,Female,Smartphone,None,4.94
,Female,Smartphone,None,0.0
,Male,TV,None,5.49
,Male,Tablet,None,1.71
,Female,Smartphone,None,2.27
,Male,Tablet,None,0.0
,Female,Smartphone,None,4.95
,Male,TV,None,0.45
,Male,Smartphone,None,5.79
,Male,TV,None,2.44
,Female,Smartphone,None,3.73
,Female,TV,None,2.95
,Male,TV,None,2.77
,Female,Tablet,None,1.91
,Male,Smartphone,None,4.85
,Male,Tablet,None,2.4
,Female,TV,None,1.87
,Male,Laptop,None,3.38
,Female,Smartphone,None,0.0
,Female,Tablet,None,3.31
,Male,Smartphone,None,1.81
,Female,Tablet,None,3.58
,Male,TV,None,1.56
,Male,Smartphone,None,3.08
,Female,Smartphone,None,6.26
,Male,TV,None,2.69
,Female,Tablet,None,2.73
,Female,Tablet,None,2.42
,Male,Smartphone,None,4.83
,Male,TV,None,2.67
,Male,Smartphone,None,3.03
,Male,Smartphone,None,2.32
,Female,Smartphone,None,2.83
,Male,Smartphone,None,4.48
,Female,Smartphone,None,1.49
,Male,Smartphone,None,1.76
,Female,Smartphone,None,4.79
,Female,TV,None,5.49
,Male,Smartphone,None,0.88
,Male,TV,None,3.51
,Female,Smartphone,None,2.39
,Female,Smartphone,None,5.02
,Male,Smartphone,None,0.06
,Male,Laptop,None,2.73
,Female,Laptop,None,2.81
,Male,Smartphone,None,6.4
,Male,Laptop,None,4.45
,Female,Smartphone,None,5.58
,Female,TV,None,2.89
,Male,Smartphone,None,4.91
,Female,Smartphone,None,0.0
,Male,TV,None,3.56
,Female,TV,None,0.0
,Female,TV,None,5.24
,Female,TV,None,1.83
,Male,Smartphone,None,3.24
,Male,TV,None,2.78
,Male,Smartphone,None,5.65
,Male,Smartphone,None,4.71
,Female,TV,None,1.35
,Male,Smartphone,None,2.92
,Female,TV,None,4.23
,Female,Smartphone,None,3.46
,Male,Smartphone,None,1.37
,Male,Smartphone,None,2.77
,Female,Laptop,None,2.21
,Male,Smartphone,None,5.34
,Female,TV,None,2.1
,Male,Smartphone,None,2.78
,Female,Smartphone,None,2.65
,Female,TV,None,1.87
,Male,Laptop,None,6.33
,Female,TV,None,11.25
,Male,Smartphone,None,2.88
,Female,Laptop,None,2.67
,Male,Tablet,None,0.0
,Male,Smartphone,None,5.11
,Female,TV,None,2.27
,Female,Tablet,None,0.0
,Male,Smartphone,None,3.21
,Female,Laptop,None,3.7
,Male,Smartphone,None,2.09
,Female,Laptop,None,2.88
,Female,TV,None,1.84
,Female,Smartphone,None,5.14
,Female,Smartphone,None,4.96
,Male,TV,None,3.23
,Female,TV,None,6.82
,Female,TV,None,2.35
,Female,TV,None,2.57
,Female,Tablet,None,0.64
,Female,Tablet,None,1.35
,Male,Smartphone,None,4.56
,Female,TV,None,2.38
,Male,Smartphone,None,5.95
,Female,Smartphone,None,6.58
,Female,Laptop,None,4.24
,Male,Smartphone,None,4.74
,Male,Smartphone,None,7.69
,Male,Smartphone,None,0.65
,Female,Laptop,None,1.39
,Female,Smartphone,None,3.48
,Female,Smartphone,None,5.68
,Male,TV,None,2.93
,Female,Smartphone,None,6.61
,Female,TV,None,1.56
,Male,TV,None,4.52
,Female,Tablet,None,1.68
,Female,TV,None,2.93
,Male,TV,None,1.96
,Male,TV,None,7.39
,Female,Smartphone,None,2.17
,Male,Smartphone,None,2.35
,Female,Smartphone,None,1.9
,Male,TV,None,2.73
,Male,Tablet,None,0.0
,Male,Smartphone,None,4.9
,Male,Smartphone,None,6.21
,Male,Tablet,None,2.06
,Female,TV,None,5.35
,Male,Tablet,None,6.9
,Male,Tablet,None,4.47
,Female,Smartphone,None,0.0
,Male,TV,None,9.16
,Female,Laptop,None,4.42
,Male,TV,None,4.92
,Female,TV,None,4.93
,Male,Tablet,None,7.89
,Male,TV,None,6.04
,Female,Laptop,None,4.68
,Female,TV,None,2.19
,Female,TV,None,2.46
,Male,Smartphone,None,1.14
,Male,TV,None,5.06
,Female,TV,None,0.0
,Female,Smartphone,None,0.0
,Female,TV,None,3.98
,Female,Laptop,None,3.52
,Female,Smartphone,None,5.88
,Male,Laptop,None,6.09
,Female,TV,None,5.6
,Male,Smartphone,None,4.14
,Male,TV,None,5.17
,Female,Smartphone,None,3.57
,Male,Smartphone,None,4.53
,Female,TV,None,2.24
,Female,Tablet,None,1.95
,Male,Smartphone,None,6.48
,Female,Smartphone,None,2.4
,Male,Laptop,None,2.6
,Male,TV,None,1.06
,Male,Tablet,None,5.06
,Male,TV,None,4.22
,Male,Tablet,None,4.36
,Female,Smartphone,None,9.74
,Female,TV,None,2.14
,Male,Smartphone,None,7.76
,Male,Tablet,None,2.49
,Male,Smartphone,None,3.86
,Female,Smartphone,None,0.91
,Female,Tablet,None,5.05
,Female,Laptop,None,3.44
,Female,Laptop,None,4.72
,Female,Smartphone,None,0.95
,Female,TV,None,4.82
,Male,Smartphone,None,5.77
,Female,Tablet,None,2.36
,Female,TV,None,2.41
,Female,Smartphone,None,2.74
,Female,Smartphone,None,3.62
,Female,Smartphone,None,0.19
,Male,Laptop,None,5.94
,Male,Laptop,None,2.43
,Male,Smartphone,None,1.64
,Female,Tablet,None,2.09
,Male,Laptop,None,2.88
,Female,Smartphone,None,2.73
,Male,TV,None,4.84
,Male,Smartphone,None,2.11
,Female,Smartphone,None,2.33
,Male,TV,None,5.02
,Male,TV,None,4.97
,Female,TV,None,5.1
,Female,TV,None,3.44
,Female,Laptop,None,2.52
,Female,TV,None,7.08
,Female,Smartphone,None,3.71
,Male,Smartphone,None,4.82
,Female,TV,None,7.09
,Female,Smartphone,None,2.1
,Female,Smartphone,None,0.4
,Female,Smartphone,None,2.67
,Male,TV,None,0.43
,Male,Laptop,None,4.53
,Male,Smartphone,None,5.07
,Male,Tablet,None,2.07
,Female,TV,None,5.24
,Female,Smartphone,None,4.57
,Female,Smartphone,None,6.53
,Female,Smartphone,None,4.47
,Female,Smartphone,None,2.6
,Female,Smartphone,None,3.73
,Male,Smartphone,None,2.32
,Female,Smartphone,None,2.62
,Female,TV,None,7.85
,Male,TV,None,8.66
,Female,Laptop,None,2.2
,Female,TV,None,2.87
,Male,Tablet,None,2.75
,Male,TV,None,0.0
,Male,Tablet,None,5.01
,Male,TV,None,2.13
,Male,Smartphone,None,2.99
,Female,TV,None,5.4
,Female,Tablet,None,6.92
,Male,TV,None,1.85
,Male,Smartphone,None,1.89
,Male,Smartphone,None,3.9
,Female,TV,None,3.89
,Male,Smartphone,None,2.93
,Male,Tablet,None,5.15
,Male,Smartphone,None,6.08
,Male,TV,None,3.97
,Female,Smartphone,None,3.3
,Female,Smartphone,None,4.06
,Male,Tablet,None,0.3
,Female,TV,None,0.0
,Female,Smartphone,None,4.97
,Female,Smartphone,None,2.32
,Male,Smartphone,None,0.0
,Female,Smartphone,None,8.74
,Female,Smartphone,None,3.79
,Female,Smartphone,None,0.0
,Female,Smartphone,None,3.66
,Male,Smartphone,None,2.99
,Female,Tablet,None,5.15
,Female,Smartphone,None,0.16
,Male,Tablet,None,5.0
,Male,Smartphone,None,0.91
,Male,Smartphone,None,3.68
,Female,Smartphone,None,4.05
,Male,Smartphone,None,2.39
,Male,Smartphone,None,2.65
,Male,Tablet,None,4.63
,Male,Smartphone,None,7.67
,Male,Laptop,None,2.31
,Male,Smartphone,None,1.44
,Female,Laptop,None,5.06
,Female,Laptop,None,5.61
,Female,Laptop,None,2.89
,Male,Smartphone,None,2.9
,Male,Laptop,None,4.03
,Male,Tablet,None,1.32
,Male,Smartphone,None,2.66
,Male,Tablet,None,2.77
,Female,TV,None,2.01
,Female,Smartphone,None,2.31
,Male,Smartphone,None,4.92
,Female,Smartphone,None,2.77
,Female,Smartphone,None,6.02
,Male,Smartphone,None,3.74
,Female,Smartphone,None,5.36
,Male,TV,None,4.41
,Male,TV,None,3.3
,Female,Smartphone,None,2.55
,Male,Tablet,None,1.7
,Male,Smartphone,None,4.21
,Male,TV,None,6.64
,Male,Smartphone,None,4.79
,Male,Tablet,None,6.4
,Male,Smartphone,None,2.19
,Female,TV,None,2.15
,Female,Smartphone,None,6.33
,Female,TV,None,4.49
,Female,TV,None,5.52
